0,2
1,6
2,12
3,12
4,22
5,22
6,22
7,22
8,40
9,40
10,40
11,40
12,40
13,40
14,40
15,40
16,74
17,74
18,74
19,74
20,74
21,74
22,74
23,74
24,74
25,74
26,74
27,74
28,74
29,74
30,74
31,74
32,140
33,140
34,140
35,140
36,140
37,140
38,140
39,140
40,140
41,140
42,140
43,140
44,140
45,140
46,140
47,140
48,140
49,140
50,140
51,140
52,140
53,140
54,140
55,140
56,140
57,140
58,140
59,140
60,140
61,140
62,140
63,140
64,270
65,270
66,270
67,270
68,270
69,270
70,270
71,270
72,270
73,270
74,270
75,270
76,270
77,270
78,270
79,270
80,270
81,270
82,270
83,270
84,270
85,270
86,270
87,270
88,270
89,270
90,270
91,270
92,270
93,270
94,270
95,270
96,270
97,270
98,270
99,270
100,270
101,270
102,270
103,270
104,270
105,270
106,270
107,270
108,270
109,270
110,270
111,270
112,270
113,270
114,270
115,270
116,270
117,270
118,270
119,270
120,270
121,270
122,270
123,270
124,270
125,270
126,270
127,270
128,528
129,528
130,528
131,528
132,528
133,528
134,528
135,528
136,528
137,528
138,528
139,528
140,528
141,528
142,528
143,528
144,528
145,528
146,528
147,528
148,528
149,528
150,528
151,528
152,528
153,528
154,528
155,528
156,528
157,528
158,528
159,528
160,528
161,528
162,528
163,528
164,528
165,528
166,528
167,528
168,528
169,528
170,528
171,528
172,528
173,528
174,528
175,528
176,528
177,528
178,528
179,528
180,528
181,528
182,528
183,528
184,528
185,528
186,528
187,528
188,528
189,528
190,528
191,528
192,528
193,528
194,528
195,528
196,528
197,528
198,528
199,528
200,528
201,528
202,528
203,528
204,528
205,528
206,528
207,528
208,528
209,528
210,528
211,528
212,528
213,528
214,528
215,528
216,528
217,528
218,528
219,528
220,528
221,528
222,528
223,528
224,528
225,528
226,528
227,528
228,528
229,528
230,528
231,528
232,528
233,528
234,528
235,528
236,528
237,528
238,528
239,528
240,528
241,528
242,528
243,528
244,528
245,528
246,528
247,528
248,528
249,528
250,528
251,528
252,528
253,528
254,528
255,528
256,1042
257,1042
258,1042
259,1042
260,1042
261,1042
262,1042
263,1042
264,1042
265,1042
266,1042
267,1042
268,1042
269,1042
270,1042
271,1042
272,1042
273,1042
274,1042
275,1042
276,1042
277,1042
278,1042
279,1042
280,1042
281,1042
282,1042
283,1042
284,1042
285,1042
286,1042
287,1042
288,1042
289,1042
290,1042
291,1042
292,1042
293,1042
294,1042
295,1042
296,1042
297,1042
298,1042
299,1042
300,1042
301,1042
302,1042
303,1042
304,1042
305,1042
306,1042
307,1042
308,1042
309,1042
310,1042
311,1042
312,1042
313,1042
314,1042
315,1042
316,1042
317,1042
318,1042
319,1042
320,1042
321,1042
322,1042
323,1042
324,1042
325,1042
326,1042
327,1042
328,1042
329,1042
330,1042
331,1042
332,1042
333,1042
334,1042
335,1042
336,1042
337,1042
338,1042
339,1042
340,1042
341,1042
342,1042
343,1042
344,1042
345,1042
346,1042
347,1042
348,1042
349,1042
350,1042
351,1042
352,1042
353,1042
354,1042
355,1042
356,1042
357,1042
358,1042
359,1042
360,1042
361,1042
362,1042
363,1042
364,1042
365,1042
366,1042
367,1042
368,1042
369,1042
370,1042
371,1042
372,1042
373,1042
374,1042
375,1042
376,1042
377,1042
378,1042
379,1042
380,1042
381,1042
382,1042
383,1042
384,1042
385,1042
386,1042
387,1042
388,1042
389,1042
390,1042
391,1042
392,1042
393,1042
394,1042
395,1042
396,1042
397,1042
398,1042
399,1042
400,1042
401,1042
402,1042
403,1042
404,1042
405,1042
406,1042
407,1042
408,1042
409,1042
410,1042
411,1042
412,1042
413,1042
414,1042
415,1042
416,1042
417,1042
418,1042
419,1042
420,1042
421,1042
422,1042
423,1042
424,1042
425,1042
426,1042
427,1042
428,1042
429,1042
430,1042
431,1042
432,1042
433,1042
434,1042
435,1042
436,1042
437,1042
438,1042
439,1042
440,1042
441,1042
442,1042
443,1042
444,1042
445,1042
446,1042
447,1042
448,1042
449,1042
450,1042
451,1042
452,1042
453,1042
454,1042
455,1042
456,1042
457,1042
458,1042
459,1042
460,1042
461,1042
462,1042
463,1042
464,1042
465,1042
466,1042
467,1042
468,1042
469,1042
470,1042
471,1042
472,1042
473,1042
474,1042
475,1042
476,1042
477,1042
478,1042
479,1042
480,1042
481,1042
482,1042
483,1042
484,1042
485,1042
486,1042
487,1042
488,1042
489,1042
490,1042
491,1042
492,1042
493,1042
494,1042
495,1042
496,1042
497,1042
498,1042
499,1042
