0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,1
8,0
9,1
10,1
11,1
12,1
13,2
14,1
15,1
16,3
17,2
18,3
19,1
20,3
21,3
22,4
23,4
24,4
25,4
26,3
27,19
28,5
29,6
30,130
31,6
32,119
33,6
34,56
35,9
36,11
37,12
38,77
39,41
40,14
41,41
42,45
43,44
44,47
45,45
46,46
47,39
48,55
49,54
50,15
51,82
52,81
53,48
54,74
55,54
56,78
57,53
58,81
59,48
60,91
61,84
62,82
63,90
64,92
65,89
66,87
67,96
68,84
69,123
70,89
71,115
72,96
73,127
74,117
75,119
76,132
77,132
78,166
79,123
80,136
81,160
82,124
83,157
84,166
85,134
86,158
87,161
88,172
89,193
90,155
91,156
92,205
93,187
94,178
95,186
96,193
97,223
98,204
99,200
100,199
101,228
102,203
103,234
104,242
105,227
106,269
107,235
108,246
109,263
110,259
111,266
112,267
113,272
114,261
115,309
116,277
117,302
118,299
119,294
120,306
121,304
122,329
123,306
124,347
125,335
126,338
127,342
128,370
129,352
130,381
131,365
132,378
133,373
134,377
135,402
136,411
137,416
138,386
139,435
140,416
141,455
142,451
143,426
144,461
145,450
146,463
147,476
148,446
149,520
150,486
151,490
152,490
153,515
154,506
155,515
156,525
157,564
158,556
159,529
160,541
161,567
162,577
163,559
164,568
165,623
166,598
167,591
168,639
169,690
170,614
171,628
172,640
173,664
174,660
175,661
176,673
177,695
178,663
179,686
180,694
181,720
182,711
183,735
184,758
185,773
186,731
187,765
188,792
189,773
190,769
191,811
192,818
193,818
194,808
195,844
196,848
197,832
198,859
199,839
200,888
201,890
202,894
203,878
204,923
205,929
206,928
207,905
208,948
209,983
210,945
211,951
212,990
213,995
214,1001
215,1001
216,1034
217,1050
218,1048
219,1034
220,1052
221,1085
222,1064
223,1066
224,1110
225,1101
226,1099
227,1119
228,1126
229,1173
230,1168
231,1150
232,1200
233,1232
234,1194
235,1197
236,1243
237,1234
238,1320
239,1285
240,1281
241,1303
242,1271
243,1314
244,1689
245,1308
246,1291
247,1313
248,1329
249,1344
250,1355
251,1337
252,1361
253,1393
254,1372
255,1406
256,1413
257,1460
258,1450
259,1427
260,1487
261,1474
262,1493
263,1504
264,1533
265,1899
266,1633
267,1584
268,1604
269,1603
