training_size,accuracy,elapsed_time
17200,0.951,16.013683319091797
17300,0.951,16.06148600578308
17400,0.952,16.14004111289978
17500,0.952,16.17469358444214
17600,0.952,16.239951133728027
17700,0.953,16.3047354221344
17800,0.953,16.382564783096313
17900,0.954,16.393871545791626
18000,0.954,16.374147176742554
18100,0.954,16.416507720947266
18200,0.954,16.474045515060425
18300,0.955,16.63152837753296
18400,0.955,16.762641429901123
18500,0.954,16.784729480743408
18600,0.955,16.834749698638916
18700,0.956,16.871599197387695
18800,0.956,16.980329751968384
18900,0.956,17.040414094924927
19000,0.956,17.112537622451782
19100,0.956,17.19437837600708
19200,0.956,17.224289655685425
19300,0.956,17.290188312530518
19400,0.956,17.326155185699463
19500,0.956,17.38833999633789
19600,0.956,17.43113899230957
19700,0.956,17.49171018600464
19800,0.956,17.53198528289795
19900,0.956,17.619876861572266
20000,0.956,17.667948722839355
20100,0.957,17.720735788345337
20200,0.957,17.782237768173218
20300,0.958,17.83748173713684
20400,0.958,17.889822959899902
20500,0.958,17.958192825317383
20600,0.958,18.0285747051239
20700,0.958,18.072683811187744
20800,0.958,18.135615587234497
20900,0.958,18.225753784179688
21000,0.958,18.281174182891846
21100,0.958,18.33244013786316
21200,0.957,18.40725350379944
21300,0.957,18.456398725509644
21400,0.959,18.50365138053894
21500,0.959,18.555485725402832
21600,0.959,18.59840703010559
21700,0.959,18.68352770805359
21800,0.959,18.745800733566284
21900,0.959,18.8260817527771
22000,0.959,18.868622541427612
22100,0.959,18.95216679573059
22200,0.959,19.010478734970093
22300,0.959,19.06953263282776
22400,0.959,19.135926485061646
22500,0.96,19.205207109451294
22600,0.959,19.256728410720825
22700,0.96,19.3300518989563
22800,0.96,19.370728015899658
22900,0.96,19.424847841262817
23000,0.96,19.490949869155884
23100,0.96,19.552409172058105
23200,0.96,19.619012594223022
23300,0.959,19.657241344451904
23400,0.959,19.73980402946472
23500,0.96,19.80540704727173
23600,0.96,19.86111807823181
23700,0.96,19.942500114440918
23800,0.96,19.967224836349487
23900,0.961,20.021596670150757
24000,0.961,20.09704089164734
24100,0.961,20.152461767196655
24200,0.961,20.206575393676758
24300,0.961,20.278828382492065
24400,0.961,20.317124366760254
24500,0.962,20.234771251678467
24600,0.962,20.303407907485962
24700,0.962,20.37156653404236
24800,0.962,20.4711332321167
24900,0.962,20.482662439346313
25000,0.962,20.414456844329834
25100,0.962,20.46285891532898
25200,0.963,20.524001836776733
25300,0.963,20.852529525756836
25400,0.963,20.92407488822937
25500,0.963,20.988768815994263
25600,0.963,21.025709629058838
25700,0.963,20.905705451965332
25800,0.963,21.02225351333618
25900,0.963,21.19499707221985
26000,0.963,21.298227787017822
26100,0.963,21.312936067581177
26200,0.963,21.370973587036133
26300,0.963,21.40561532974243
26400,0.963,21.46112322807312
26500,0.963,21.535117387771606
26600,0.963,21.59243083000183
26700,0.963,21.6712327003479
26800,0.963,21.74587631225586
26900,0.963,21.81437635421753
27000,0.963,21.850558757781982
27100,0.963,21.93279504776001
27200,0.964,21.99769949913025
27300,0.965,22.024113416671753
27400,0.965,22.054544687271118
27500,0.965,21.87963891029358
27600,0.965,21.928413152694702
27700,0.965,22.0001437664032
27800,0.966,22.06820297241211
27900,0.966,22.132378339767456
28000,0.966,22.17912006378174
28100,0.966,22.2553231716156
28200,0.966,22.296984434127808
28300,0.966,22.336059093475342
28400,0.966,22.388188123703003
28500,0.966,22.46231174468994
28600,0.966,22.547852039337158
28700,0.966,22.588284254074097
28800,0.965,22.66250205039978
28900,0.965,22.68561100959778
29000,0.965,22.770699739456177
29100,0.966,22.836281776428223
29200,0.966,22.879031658172607
29300,0.966,22.93158745765686
29400,0.966,22.989952325820923
29500,0.965,23.07058310508728
29600,0.965,23.147552013397217
29700,0.965,23.185001850128174
29800,0.965,23.27134084701538
29900,0.965,23.29430890083313
30000,0.965,23.372898817062378
30100,0.965,23.424649715423584
30200,0.965,23.496142148971558
30300,0.965,23.60693120956421
30400,0.965,23.608747720718384
30500,0.965,23.66026544570923
30600,0.966,23.714267015457153
30700,0.966,23.767098903656006
30800,0.966,29.495028972625732
30900,0.966,29.56398606300354
31000,0.967,29.603630781173706
31100,0.967,29.70832872390747
31200,0.967,29.744609832763672
31300,0.967,29.765461444854736
31400,0.967,29.84619402885437
31500,0.967,30.11647129058838
31600,0.967,29.93570828437805
31700,0.967,29.994022846221924
31800,0.967,30.05763030052185
31900,0.967,30.537362575531006
32000,0.967,30.583983659744263
32100,0.967,30.636314868927002
32200,0.967,30.713815450668335
32300,0.968,30.78006148338318
32400,0.968,30.811593294143677
32500,0.968,30.8782320022583
32600,0.968,31.01119089126587
32700,0.968,31.10254454612732
32800,0.968,31.18610429763794
32900,0.967,31.012638807296753
33000,0.967,31.07315421104431
33100,0.966,31.118050813674927
33200,0.966,31.192902088165283
33300,0.966,31.250425338745117
33400,0.967,31.27227544784546
33500,0.967,31.331236362457275
33600,0.967,31.398971557617188
33700,0.967,31.46130108833313
33800,0.967,31.530938148498535
33900,0.967,31.595458030700684
34000,0.967,31.64191174507141
34100,0.966,31.661070346832275
34200,0.966,31.715050220489502
34300,0.966,31.78238034248352
34400,0.967,31.854504823684692
34500,0.968,31.93083953857422
34600,0.968,32.00398898124695
34700,0.968,32.04203414916992
34800,0.969,32.06986999511719
34900,0.969,32.153995752334595
35000,0.969,32.19529414176941
35100,0.969,32.288042068481445
35200,0.969,32.30109214782715
35300,0.968,32.40936255455017
35400,0.968,32.632532596588135
35500,0.968,32.65229153633118
35600,0.968,32.74507117271423
35700,0.968,32.80178761482239
35800,0.968,32.82911491394043
35900,0.968,32.90783166885376
36000,0.968,32.980769634246826
36100,0.968,33.04651737213135
36200,0.968,33.10892915725708
36300,0.968,33.13823986053467
36400,0.968,33.24109649658203
36500,0.968,33.26135730743408
36600,0.968,33.3330192565918
36700,0.969,33.420841693878174
36800,0.969,33.50666069984436
36900,0.969,33.5091073513031
37000,0.969,33.57972478866577
37100,0.969,33.61656665802002
37200,0.969,33.692973375320435
37300,0.969,33.740644693374634
37400,0.969,33.827131509780884
37500,0.969,33.86668395996094
37600,0.969,33.93502640724182
37700,0.969,33.986385345458984
37800,0.969,34.04256248474121
37900,0.969,34.126948833465576
38000,0.969,34.205849170684814
38100,0.969,34.23550987243652
38200,0.968,34.31798338890076
38300,0.968,34.34963846206665
38400,0.968,34.43927264213562
38500,0.968,34.489089250564575
38600,0.968,34.50205063819885
38700,0.968,34.54197311401367
38800,0.968,34.56746768951416
38900,0.968,34.67310428619385
39000,0.968,34.537968158721924
39100,0.968,34.76095652580261
39200,0.968,34.90744471549988
39300,0.968,34.952630043029785
39400,0.968,34.99183630943298
39500,0.968,35.05689024925232
39600,0.968,35.130552530288696
39700,0.968,35.14176058769226
39800,0.968,35.21800994873047
39900,0.968,35.28501510620117
40000,0.968,35.34521985054016
40100,0.968,35.31121325492859
40200,0.968,35.46491551399231
40300,0.968,35.51011085510254
40400,0.968,35.61534643173218
40500,0.968,35.428539514541626
40600,0.968,35.681098222732544
40700,0.967,35.79597878456116
40800,0.967,35.913044691085815
40900,0.967,35.84196496009827
41000,0.967,35.90963649749756
41100,0.967,35.82125163078308
41200,0.967,35.83815813064575
41300,0.967,35.90603542327881
41400,0.967,35.987746477127075
41500,0.967,36.09078502655029
41600,0.967,36.10686016082764
41700,0.967,36.163453578948975
41800,0.967,36.21788024902344
41900,0.967,36.28199481964111
42000,0.967,36.3228964805603
42100,0.967,36.41797661781311
42200,0.967,36.45870494842529
42300,0.967,36.57782602310181
42400,0.967,36.558815002441406
42500,0.967,36.577271938323975
42600,0.967,36.70465588569641
42700,0.967,36.70053148269653
42800,0.967,36.764235973358154
42900,0.967,36.86465334892273
43000,0.967,36.914440870285034
43100,0.968,36.98829174041748
43200,0.968,36.71166753768921
43300,0.968,36.84396982192993
43400,0.968,36.837491273880005
43500,0.968,36.91863298416138
43600,0.968,37.513999462127686
43700,0.969,37.13247346878052
43800,0.969,37.14998412132263
43900,0.969,37.14079451560974
44000,0.969,37.24640202522278
44100,0.969,37.24950647354126
44200,0.969,37.32829475402832
44300,0.969,37.401265144348145
44400,0.969,37.44738745689392
44500,0.969,37.519282579422
44600,0.969,37.531638383865356
44700,0.969,37.578468561172485
44800,0.968,37.66855049133301
44900,0.968,37.74004101753235
45000,0.968,37.82469725608826
45100,0.968,37.896913290023804
45200,0.968,37.9411096572876
45300,0.968,38.49843215942383
45400,0.968,38.55680298805237
45500,0.968,38.616631507873535
45600,0.968,38.70425605773926
45700,0.968,38.740642070770264
45800,0.968,38.78444290161133
45900,0.968,38.469727516174316
46000,0.968,38.90022540092468
46100,0.968,38.904731035232544
46200,0.968,38.95977234840393
46300,0.967,39.04743671417236
46400,0.967,39.07874417304993
46500,0.967,39.14574885368347
46600,0.967,39.223572969436646
46700,0.967,39.286460876464844
46800,0.967,39.32801151275635
46900,0.967,39.38609194755554
47000,0.967,39.51746988296509
47100,0.967,39.526607275009155
47200,0.968,39.57008481025696
47300,0.968,39.66655611991882
47400,0.968,39.683507442474365
47500,0.968,39.74688005447388
47600,0.968,39.81134748458862
47700,0.968,39.87121915817261
47800,0.969,39.92842984199524
47900,0.969,39.97490358352661
48000,0.969,40.01704216003418
48100,0.969,40.103439807891846
48200,0.969,40.20712852478027
48300,0.969,40.27566194534302
48400,0.969,40.320552349090576
48500,0.969,40.369953632354736
48600,0.969,40.46208906173706
48700,0.969,40.50590109825134
48800,0.969,40.52928400039673
48900,0.969,40.49310541152954
49000,0.97,40.0965793132782
49100,0.97,40.16076874732971
49200,0.969,40.26301383972168
49300,0.969,40.288442850112915
49400,0.969,40.386967182159424
49500,0.969,40.45168113708496
49600,0.969,40.465967655181885
49700,0.969,40.52607250213623
49800,0.969,40.589608907699585
49900,0.969,40.65977716445923
50000,0.969,40.71421980857849
50100,0.969,40.81528568267822
50200,0.969,40.83960485458374
50300,0.969,40.87666296958923
50400,0.969,40.96996521949768
50500,0.969,41.01549482345581
50600,0.97,41.08990693092346
50700,0.97,41.189188718795776
50800,0.97,41.217297077178955
50900,0.97,41.228066205978394
51000,0.97,41.31759762763977
51100,0.97,41.34501838684082
51200,0.97,41.42451548576355
51300,0.97,41.51738214492798
51400,0.971,41.52207660675049
51500,0.971,41.59807825088501
51600,0.97,41.618223428726196
51700,0.97,41.69863677024841
51800,0.97,41.78411817550659
51900,0.97,41.883875370025635
52000,0.97,42.45227837562561
52100,0.97,42.49468493461609
52200,0.971,42.306190967559814
52300,0.971,42.07638716697693
52400,0.972,42.125652551651
52500,0.972,42.570324420928955
52600,0.972,42.59065008163452
52700,0.972,42.64942455291748
52800,0.972,42.693052768707275
52900,0.972,42.782830238342285
53000,0.972,42.799156665802
53100,0.972,42.87149095535278
53200,0.972,42.968541383743286
53300,0.972,43.024956941604614
53400,0.972,43.02686023712158
53500,0.972,43.120604515075684
53600,0.972,43.165958642959595
53700,0.972,43.37239074707031
53800,0.972,43.48308086395264
53900,0.972,43.55174422264099
54000,0.972,43.635374546051025
54100,0.972,43.633700132369995
54200,0.972,43.621641874313354
54300,0.972,43.3139386177063
54400,0.972,43.31159543991089
54500,0.972,43.84270620346069
54600,0.972,43.98860049247742
54700,0.972,44.05501699447632
54800,0.972,44.09194326400757
54900,0.972,44.13893175125122
55000,0.972,44.222580671310425
55100,0.972,44.26781439781189
55200,0.972,44.303391456604004
55300,0.972,44.3949670791626
55400,0.972,44.42699694633484
55500,0.972,44.46018981933594
55600,0.972,44.557427406311035
55700,0.972,44.63669538497925
55800,0.972,44.69019436836243
55900,0.972,44.72704744338989
56000,0.972,44.81076908111572
56100,0.972,44.85436725616455
56200,0.972,44.94660973548889
56300,0.972,44.94537854194641
56400,0.972,45.02678442001343
56500,0.972,45.027504205703735
56600,0.972,45.00972843170166
56700,0.972,44.943591594696045
56800,0.972,44.729527950286865
56900,0.972,44.77959108352661
57000,0.972,44.81203246116638
57100,0.972,45.42192482948303
57200,0.972,45.24553871154785
57300,0.972,45.81964612007141
57400,0.972,45.71446514129639
57500,0.971,45.68350625038147
57600,0.971,45.71990084648132
57700,0.971,45.79302620887756
57800,0.971,45.8308482170105
57900,0.971,45.89231753349304
58000,0.971,45.93365287780762
58100,0.971,46.064000606536865
58200,0.971,45.58476114273071
58300,0.971,45.58985424041748
58400,0.971,45.65995717048645
58500,0.971,46.29221248626709
58600,0.971,46.10698747634888
58700,0.971,46.145761489868164
58800,0.971,46.20366549491882
58900,0.971,46.25524544715881
59000,0.971,46.3245964050293
59100,0.971,46.41465187072754
59200,0.971,46.55526161193848
59300,0.971,46.71696162223816
59400,0.971,46.50360321998596
59500,0.971,46.509166955947876
59600,0.971,46.71004843711853
59700,0.971,46.79641079902649
59800,0.971,46.81326723098755
59900,0.971,46.891300678253174
60000,0.971,46.97820782661438
